plant	year	Electricity	SO2	NOx	Capital_Stock	Employees	Heat_coal	Heat_oil	Heat_gas	CAAP1
994	87	25125.5863013699	232.05997260274	79.5318356164384	2475003617.48808	327	76228.0116547945	124.773254794521	0	0
1004	87	484.23602739726	12.418301369863	3.06687671232877	296607519.078962	69	1729.95519452055	16.4580164383562	0	0
1008	87	5453.80780821918	136.318602739726	28.0361095890411	657937765.524016	164	17075.9481205479	138.521638356164	0	0
1012	87	3800.33265753425	105.684904109589	20.0186575342466	466888367.773191	71	11556.3585753425	3.22352876712329	14.0814465753425	0
1047	87	2903.44657534247	15.3274246575342	21.1232328767123	425751906.352385	53	9614.50284383561	22.4245479452055	0	0
1250	87	3563.44657534247	15.4214520547945	14.2181917808219	529846470.252325	135	11958.5288273973	0	416.096528767123	0
1355	87	9692.01095890411	189.972328767123	34.8398356164384	584675630.16723	142	29826.6344328767	41.1116712328767	0	0
1356	87	22723.1534246575	247.700739726027	81.2391506849315	1779432654.79578	232	67866.6180383562	128.941150684932	0	0
1357	87	2863.04657534247	66.278602739726	14.9179452054795	328553172.544019	107	9671.23192876712	10.745095890411	0	0
1364	87	18848.5506849315	55.5785753424658	75.6616438356164	1556548890.29767	567	56361.8551506849	152.767232876712	99.6805479452055	0
1570	87	1476.00821917808	12.0936712328767	5.05717808219178	269885490.238025	65	4567.77426849315	22.1142082191781	0	0
1606	87	3108.63561643836	30.004	12.4678356164384	173581625.592061	68	8761.49843287671	4.14422998356164	0	0
1695	87	6033.49863013699	38.7224109589041	18.5162465753425	679412183.874232	185	17353.2696383562	43.1372219178082	0	0
1745	87	10897.9890410959	61.6824931506849	31.1371506849315	1619398490.57191	327	31081.982460274	71.3134728657534	0	0
1943	87	124.382191780822	1.92939726027397	0.668246575342466	198199606.385951	37	543.28584109589	3.27024657534247	0	0
2080	87	5343.64383561644	140.769753424658	22.5041369863014	492505039.802196	155	16811.7735342466	13.8562683287671	0	0
2103	87	33912.7753424658	724.905616438356	112.360246575342	2419853846.05162	483	98523.4330082192	210.754043835616	0	0
2107	87	10017.7178082192	227.991589041096	78.4118356164384	933665845.92838	262	30990.0762958904	24.6870246575342	0	0
2526	87	2175.94626849315	34.1601917808219	8.17742465753425	370079475.800851	83	6747.29922191781	58.0635816657534	0	0
2527	87	2006.30438356164	31.8145753424658	8.38871232876712	363174239.06345	90	6524.01034520548	92.2259589041096	0	0
2535	87	5904.92328767123	77.2749589041096	17.1134520547945	411623744.074121	82	16137.0779671233	10.5619787671233	0	0
2549	87	10630.4356164384	128.370246575342	45.0502739726027	1673180125.16769	303	31357.6860164384	0	0	0
2554	87	9054.49315068493	140.11901369863	27.341095890411	936666384.191634	210	27179.7480219178	0	0	0
2642	87	3197.82739726027	54.4213698630137	9.63942465753425	414714112.384316	132	9816.37526027397	28.5512547945205	0	0
2706	87	6153.48493150685	49.396602739726	25.8140821917808	327848104.692406	101	17911.2223287671	46.4260755287671	0	0
2718	87	4918.15616438356	33.5842465753425	14.5095068493151	877583094.731483	155	14064.3346684931	133.085514147945	0	0
2721	87	6704.31506849315	49.7177534246575	19.6606301369863	701543218.893922	142	19216.8616	35.5454512767123	0	0
2727	87	23744.2630136986	151.565068493151	64.9311232876712	1339740624.52573	200	62886.124509589	191.389405545205	0	0
2790	87	717.367671232877	9.61315068493151	2.02021917808219	171980996.489639	51	2816.93923287671	0	2.9782602739726	0
2850	87	39996.2410958904	473.24295890411	188.573205479452	2158282595.73989	555	114272.716778082	79.6980814191781	0	0
2864	87	6761.44082191781	168.040849315068	34.9207397260274	937321378.8167	279	22127.2091178082	13.2877893534247	0	0
2872	87	23635.2712328767	861.060794520548	136.647671232877	1657898220.27744	370	65454.7161643836	175.255363758904	0	0
2876	87	20605.3616438356	563.412767123288	129.903287671233	1329789252.07665	338	58185.4679506849	15.8840547945205	0	0
3098	87	4048.39178082192	9.08520547945206	21.3803561643836	999885869.106452	230	13499.1399232877	80.0429889863014	0	0
3130	87	3282.66575342466	44.0417808219178	12.6341369863014	486808667.672695	104	10725.7310410959	184.850554191781	0	0
3131	87	10122.4301369863	156.678904109589	37.8750684931507	874107994.444405	139	29923.1926739726	211.643100410959	0	0
3138	87	5205.97260273973	68.492602739726	26.9874520547945	629739894.30566	168	17257.0455726027	29.2622030630137	0	0
3140	87	25354.3260273973	346.18098630137	75.2472876712329	1298230235.18866	216	72404.4374520548	250.078865687671	0	0
3149	87	27234.9123287671	283.502136986301	77.2367123287671	1323395899.19071	194	75253.275890411	279.130518263014	0	0
